@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-2,4,7,10-18,21-23,25,28'

@attribute pts.RS numeric
@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute fg.per.RS numeric
@attribute fgm2.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute blk.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
79.83871,3.612903,27.387097,0.461314,20.16129,24.193548,37.83871,3.935484,0.645161,0.354839,14,L
74.970588,10.117647,26.235294,0.420174,18.823529,23.735294,37.882353,4.264706,0.764706,0.235294,5,L
78.53125,11.9375,25.75,0.458355,16.71875,25.8125,37.09375,4.03125,0.875,0.125,2,L
65.941176,10.647059,23.058824,0.453395,17.558824,24.647059,35.558824,3.970588,0.823529,0.176471,1,L
72.16129,4.064516,23.709677,0.466439,17.83871,24.870968,34.516129,3.483871,0.709677,0.290323,14,L
71.892857,3.75,23.285714,0.477009,16.071429,25.142857,33.357143,3.857143,0.607143,0.392857,16,L
70.393939,-0.515152,22.787879,0.431649,15.666667,23.515152,33.30303,2.424242,0.606061,0.393939,15,L
74.939394,15.060606,24.727273,0.45947,17.878788,26.727273,38.606061,5.121212,1,0,1,L
73.545455,8.969697,24.212121,0.457373,16.454545,24.393939,33.181818,3.515152,0.787879,0.212121,2,L
65.413793,2.275862,23.758621,0.438832,18.034483,21.965517,32.517241,1.551724,0.586207,0.413793,15,L
72.212121,4.272727,25.636364,0.475418,20.424242,24.666667,35.818182,2.939394,0.636364,0.363636,12,L
65.5,5.28125,22.0625,0.44403,15.90625,23.625,33.625,1.625,0.75,0.25,14,L
76.441176,17.823529,26.705882,0.486694,21.647059,26.411765,37.235294,3.588235,0.911765,0.088235,2,L
78.029412,7.882353,27.411765,0.448082,20.735294,22.764706,35.764706,4.764706,0.764706,0.235294,5,L
69.125,8.8125,23.9375,0.435875,16.9375,24.03125,38.53125,3.84375,0.71875,0.28125,3,L
73.774194,3.612903,25.774194,0.47448,15.903226,23.967742,33.290323,1.967742,0.677419,0.322581,15,L
69.870968,8.935484,24.193548,0.455117,15.483871,24.032258,32.548387,2.322581,0.741935,0.258065,11,L
75,6.71875,25.53125,0.434627,19.5,25.5625,38.4375,4.03125,0.71875,0.28125,12,L
69.5625,8.375,24.28125,0.444247,18.53125,24.53125,36.71875,2.9375,0.6875,0.3125,6,L
81.84375,8.90625,27.1875,0.463554,18.96875,25.84375,37.78125,2.875,0.71875,0.28125,11,L
62.375,7.09375,22.375,0.456553,17.34375,23.25,34.21875,5.4375,0.6875,0.3125,8,L
70.482759,5.827586,24.206897,0.440978,17.517241,25.413793,37.551724,3.310345,0.689655,0.310345,16,L
79.166667,10.1,28.133333,0.471634,17.4,25.333333,35.7,2.866667,0.766667,0.233333,10,L
68.212121,7.30303,22.727273,0.463712,16.272727,24.121212,31.545455,2.545455,0.757576,0.242424,11,L
80.606061,15.030303,28.606061,0.502793,21.030303,25.181818,37.333333,3.757576,0.878788,0.121212,1,W
79.354839,5.096774,27.290323,0.46902,17.322581,23.806452,33.870968,4.612903,0.741935,0.258065,13,L
70.709677,6.064516,24.193548,0.455473,18.354839,23.935484,35.129032,4.903226,0.677419,0.322581,4,L
68.34375,4.15625,22.75,0.438729,17.125,27.15625,38.03125,4.65625,0.65625,0.34375,10,L
70.625,8.1875,25.4375,0.476563,20.75,23.21875,32.59375,4.25,0.71875,0.28125,14,L
78.212121,17.121212,28.212121,0.520073,21.090909,27.545455,37.666667,3.272727,0.939394,0.060606,2,L
67.151515,-0.848485,22.818182,0.410234,17.151515,24.848485,37.090909,4.090909,0.484848,0.515152,16,L
63.111111,4.962963,22.037037,0.429944,17.37037,23.703704,34.111111,4.518519,0.740741,0.259259,13,L
77.484848,6.060606,27.242424,0.469491,17.909091,24,35.969697,3.181818,0.606061,0.393939,10,L
69.40625,7.53125,23.6875,0.430726,18.03125,25.15625,37.6875,4.6875,0.65625,0.34375,7,L
78.363636,9.090909,27.757576,0.483389,19.969697,26.363636,35.878788,3.757576,0.757576,0.242424,3,L
71.205882,6.529412,24.176471,0.439843,18.352941,26.117647,37.941176,5.029412,0.764706,0.235294,2,L
74.911765,20.941176,25.970588,0.470454,20.529412,25.264706,38.176471,6.882353,1,0,1,L
73.645161,1.064516,26.451613,0.491781,18.516129,22.096774,30.290323,2.580645,0.612903,0.387097,16,L
69.21875,9.6875,24.46875,0.430852,18.8125,25.25,38.15625,5.5,0.75,0.25,4,L
73.6875,5.96875,27.125,0.456591,21.375,27.03125,39.15625,6.1875,0.6875,0.3125,9,L
69.875,2.375,22.90625,0.438671,16.375,21.59375,32,2.78125,0.59375,0.40625,16,L
69.484848,6.242424,22.454545,0.437868,15.151515,25.909091,35.060606,4.212121,0.818182,0.181818,4,L
71.882353,8.470588,26.5,0.473618,18.970588,26.205882,37.676471,4.558824,0.676471,0.323529,7,L
72.625,5.125,24.625,0.430236,18.15625,25.15625,37.5625,3.6875,0.625,0.375,11,L
63.933333,2.3,22,0.429623,15.066667,24.933333,33.6,3.7,0.7,0.3,15,L
70.393939,4.969697,24.848485,0.440752,18.212121,25.727273,37.848485,5.30303,0.606061,0.393939,8,L
67.967742,8.225806,23.580645,0.465024,18.903226,22.709677,35.032258,3.645161,0.677419,0.322581,15,L
77.914286,9.514286,29.114286,0.476334,24.342857,27.085714,41.028571,4.4,0.685714,0.314286,4,L
73.935484,5.419355,24.806452,0.455993,16.096774,24.741935,34.258065,3.935484,0.645161,0.354839,16,L
68.588235,3.588235,23.852941,0.491106,17.970588,24.794118,33.147059,3.794118,0.676471,0.323529,14,L
65.363636,11.060606,22.272727,0.489014,14.939394,23.606061,30.818182,2.484848,0.909091,0.090909,5,L
78.823529,13.176471,27.794118,0.5102,19.529412,24.441176,32.764706,3.558824,0.852941,0.147059,3,L
75.818182,13.424242,27.757576,0.487681,20.939394,24.575758,35.848485,5.090909,0.69697,0.30303,10,L
71.9375,9.1875,25.5625,0.43748,18.8125,27.125,38.09375,5.03125,0.6875,0.3125,3,L
66.533333,3.633333,22.366667,0.438293,15.5,22.933333,31.6,5,0.566667,0.433333,9,L
75,4.030303,27.121212,0.457837,19.757576,25.333333,35.636364,4.242424,0.727273,0.272727,8,L
70.212121,4.727273,24.484848,0.444248,19.606061,23.969697,36.030303,4.666667,0.666667,0.333333,6,L
70,5.484848,24.30303,0.454647,18.515152,24.545455,36.30303,5.333333,0.636364,0.363636,9,L
69,1.272727,24.30303,0.448651,17.909091,23,33.424242,2.939394,0.575758,0.424242,16,L
61.484848,8.242424,22.121212,0.419748,16.939394,22.848485,35.121212,4.969697,0.757576,0.242424,8,L
78.966667,13.466667,27.133333,0.493357,19.533333,22.366667,34.366667,3.366667,0.866667,0.133333,12,L
69.40625,9.6875,24.65625,0.484435,20.4375,25.15625,36.375,4.03125,0.8125,0.1875,6,L
70.483871,3.290323,25.064516,0.44111,18.967742,24.967742,34.967742,6.580645,0.645161,0.354839,9,L
67.939394,7.545455,23.606061,0.43911,17.363636,27.272727,39.69697,7.878788,0.606061,0.393939,11,L
68.176471,0.735294,23.352941,0.444927,18.058824,23.176471,34.529412,3.117647,0.647059,0.352941,15,L
68.090909,0.818182,23.69697,0.431403,18.212121,24.424242,36.151515,5.242424,0.545455,0.454545,14,L
66.806452,3.354839,24.451613,0.45034,18.096774,25.516129,35.387097,4.709677,0.612903,0.387097,13,L
72,3.969697,25.727273,0.441057,19.515152,25.666667,37.969697,3.727273,0.606061,0.393939,11,L
71.677419,14.483871,24.354839,0.481519,16.645161,25.580645,34.806452,5.096774,0.741935,0.258065,5,L
72.485714,6.971429,24.914286,0.420057,16.828571,23.114286,35.428571,4.314286,0.742857,0.257143,7,L
68.4,8.666667,24.066667,0.452612,17.266667,25.433333,36.766667,4.366667,0.833333,0.166667,13,L
76.264706,15.382353,25.323529,0.470578,16.323529,24.088235,34.411765,4.029412,0.941176,0.058824,1,L
65.34375,14.59375,23.78125,0.465041,18.71875,25.90625,36.1875,4.28125,0.90625,0.09375,2,L
73.9375,7.09375,25.40625,0.412337,18.75,19.9375,36.78125,2.84375,0.71875,0.28125,5,L
68.580645,12.806452,24.16129,0.44562,17.258065,23.258065,34.870968,3.774194,0.870968,0.129032,7,L
71.882353,15.764706,25.294118,0.479012,18.323529,24.205882,33.676471,3.5,0.911765,0.088235,1,L
65.875,5.8125,23.15625,0.458368,16.9375,22.8125,32,2.5625,0.8125,0.1875,12,L
61.4375,4.5,21.0625,0.459152,15.15625,23.59375,29.78125,2.875,0.71875,0.28125,12,L
73.558824,5.911765,26.029412,0.475421,19.735294,24.823529,34.823529,2.852941,0.617647,0.382353,6,L
81.212121,12.212121,28.060606,0.48596,21.545455,28.606061,40.242424,4.787879,0.757576,0.242424,6,L
70,9.935484,25.032258,0.458595,17.677419,24.193548,32.903226,3.064516,0.870968,0.129032,12,L
74.727273,-2.363636,25.575758,0.464163,19.363636,24.787879,35.878788,2.757576,0.484848,0.515152,16,L
76.3125,6.6875,26.8125,0.464773,20.625,23.21875,36.78125,3.96875,0.65625,0.34375,5,L
76.606061,0.666667,25.818182,0.437268,18.454545,26.727273,38.818182,3.484848,0.575758,0.424242,14,L
80.580645,9.419355,28,0.466575,20.903226,25,36.419355,3.354839,0.677419,0.322581,9,L
75.121212,8.090909,26.272727,0.462605,19.212121,28.636364,39.969697,4.818182,0.69697,0.30303,4,L
74.78125,7.6875,25.09375,0.451409,17.625,24.5,35.4375,4.75,0.84375,0.15625,12,L
73.1875,10.3125,25.71875,0.426087,18.15625,25.875,39.375,5.8125,0.6875,0.3125,9,L
75.4375,4.75,25.15625,0.423853,17.625,29.21875,42.3125,5.03125,0.65625,0.34375,8,L
73.411765,10.323529,26.470588,0.458355,19.441176,27.058824,36.529412,5.029412,0.705882,0.294118,9,L
71.758621,8.482759,25.896552,0.449885,20.482759,25.724138,38,5.068966,0.724138,0.275862,15,L
73.1875,7.375,25.5625,0.461441,18.84375,28.75,38.65625,4.4375,0.78125,0.21875,7,L
81.454545,9.393939,27.424242,0.460805,18.151515,24.090909,36.333333,4.181818,0.69697,0.30303,4,L
76.83871,-1.677419,27.677419,0.458605,20.419355,22.580645,33.129032,2.516129,0.548387,0.451613,16,L
75.586207,2.724138,28.206897,0.471701,23.137931,27.965517,39.413793,4.034483,0.551724,0.448276,16,L
74.625,3.46875,26.125,0.433562,19.84375,25.59375,37.03125,3.71875,0.71875,0.28125,14,L
79.5,12.75,28,0.487123,20.21875,28.90625,39.375,3,0.78125,0.21875,11,L
74.966667,0.9,25.733333,0.420624,19.133333,27.233333,41.3,3.666667,0.666667,0.333333,16,L
77.133333,10.8,25.933333,0.461057,18.6,26.933333,37.366667,3.9,0.833333,0.166667,13,L
65.333333,-4.333333,22.333333,0.413645,15.181818,21.969697,30.121212,2.515152,0.424242,0.575758,16,L
82.28125,13.375,29.1875,0.502273,19.3125,25.34375,37.375,3.96875,0.78125,0.21875,5,L
79.59375,5.9375,27.75,0.458163,17.75,26.3125,36.90625,4.125,0.6875,0.3125,13,L
78.096774,9.387097,27.580645,0.44952,19.354839,26.483871,38.387097,4.83871,0.677419,0.322581,7,L
81.84375,6.875,31.1875,0.501483,22.90625,26.96875,36.0625,4.21875,0.65625,0.34375,4,L
80.30303,12.69697,28.151515,0.491727,20.030303,26.787879,37.333333,4,0.878788,0.121212,1,L
79.676471,11.411765,28.558824,0.48035,21.617647,25.705882,38.588235,5.647059,0.764706,0.235294,4,L
75.53125,9.125,26.5,0.486319,18.75,26.15625,35.375,5.375,0.75,0.25,5,L
75.625,8.8125,26.15625,0.477767,19.3125,25.0625,34.75,3.625,0.78125,0.21875,3,L
74.424242,6.242424,26.393939,0.465835,16.69697,24.151515,32.030303,2.090909,0.636364,0.363636,11,L
79.764706,16.382353,28.794118,0.485723,19.676471,29.558824,41.852941,5.147059,0.852941,0.147059,2,L
72.322581,4.096774,25.903226,0.448801,17.903226,26.548387,36.806452,3.483871,0.709677,0.290323,15,L
82.264706,12.705882,30.794118,0.481127,25.411765,26.941176,40.970588,4.382353,0.823529,0.176471,1,L
67.545455,4.636364,23.363636,0.453699,15.272727,24.333333,29.69697,2.636364,0.636364,0.363636,11,L
75.71875,5.125,27.15625,0.471015,19.8125,25.15625,36.0625,3.90625,0.65625,0.34375,6,L
80.40625,9.96875,27.625,0.459841,17.1875,28.09375,38.8125,5.25,0.78125,0.21875,2,L
78.545455,9.151515,27.30303,0.463483,20.30303,24,35.757576,5.818182,0.818182,0.181818,1,L
72,1.433333,25.3,0.439521,18.466667,23.966667,34.533333,3.266667,0.6,0.4,7,L
75.774194,7.064516,26.677419,0.458047,20.387097,24.967742,37.612903,3.451613,0.645161,0.354839,10,L
73.969697,4.242424,25.242424,0.424876,18.151515,24.909091,36.575758,3.606061,0.69697,0.30303,9,L
77.735294,13.147059,27.470588,0.473661,19.852941,29.205882,40.823529,4.647059,0.764706,0.235294,5,L
75.806452,7.032258,25.516129,0.446738,17.935484,26.354839,37.516129,2.129032,0.774194,0.225806,12,L
74.848485,7.060606,26.424242,0.452056,20.30303,27.151515,40.030303,4.666667,0.757576,0.242424,6,L
79.535714,15.285714,28.428571,0.487943,20.464286,22.75,33.785714,3.285714,0.821429,0.178571,14,L
71.225806,1.870968,25.16129,0.435887,19.290323,25.258065,35.419355,3.322581,0.612903,0.387097,16,L
77.588235,7.676471,27.235294,0.455644,20.235294,28.441176,38.588235,3.382353,0.794118,0.205882,8,L
75.466667,10.266667,28.1,0.481362,21.633333,26.5,38.333333,4.6,0.8,0.2,13,L
70.21875,4.5,23.9375,0.427777,15.1875,23.71875,35.53125,4.0625,0.59375,0.40625,10,L
68.65625,1.21875,24.75,0.407073,16.90625,25.5625,36.75,3.125,0.65625,0.34375,10,L
71.34375,3.28125,24.65625,0.433029,17.6875,23.53125,34.53125,4.375,0.625,0.375,6,L
75.911765,10.382353,26.647059,0.451649,18.970588,26.058824,38.882353,3.764706,0.764706,0.235294,3,L
72.387097,2.548387,24.516129,0.45407,18.774194,23.83871,34.16129,4.193548,0.612903,0.387097,8,L
74,4.322581,25.677419,0.44513,18.709677,24.935484,35.032258,2.677419,0.645161,0.354839,11,L
74.483871,5.451613,25.903226,0.451552,20.322581,25.451613,37,3.225806,0.645161,0.354839,15,L
78.066667,6.366667,27.833333,0.45462,20.866667,25.4,37.233333,4.166667,0.766667,0.233333,13,L
80.848485,6.090909,28.909091,0.457716,21.030303,27.454545,39.454545,5.454545,0.636364,0.363636,8,L
76.484848,7.484848,26.848485,0.482819,19.333333,27.333333,36.848485,4.212121,0.757576,0.242424,3,L
77.205882,9.911765,28.029412,0.453464,20.764706,24.852941,37.352941,3.823529,0.705882,0.294118,10,L
76.75,9.40625,26.28125,0.460374,17.84375,29.0625,38.5625,5.53125,0.59375,0.40625,11,L
76.970588,13.264706,26.617647,0.469709,18.058824,26.352941,35.617647,3.411765,0.852941,0.147059,2,W
70.363636,10.69697,25.727273,0.490526,19.727273,22.909091,31.878788,2.939394,0.787879,0.212121,1,L
74.516129,6.064516,24.935484,0.477472,16.935484,28.451613,36.83871,3.322581,0.741935,0.258065,15,L
79.205882,12.588235,27.264706,0.451313,21.205882,23.264706,39.176471,2.529412,0.764706,0.235294,3,L
83.212121,2.69697,29,0.446473,21.909091,25.757576,38.606061,4.606061,0.636364,0.363636,14,L
73.129032,13.709677,25.064516,0.43628,17.741935,25.870968,37.483871,3.580645,0.741935,0.258065,11,L
68.875,4.3125,23.46875,0.434205,16.875,23.46875,34.90625,3.1875,0.625,0.375,7,L
81.34375,10.3125,27.375,0.456233,19.78125,27.9375,41,3.0625,0.84375,0.15625,2,L
74.481481,10.962963,26.185185,0.471555,19.777778,26.814815,40.296296,4.518519,0.777778,0.222222,12,L
